Group,Block,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
C,Training,101,Tom crushed the frog with the tweezers,crushed,frog,tweezers,frogmallet,Sentence,1,InstControl,5,tomfrogtweezers_nopauses.mp3,tomfrogtweezersinstleft_context.png,tomfrogtweezersmodright_context.png,tomfrogtweezersmodright_context.png,tomfrogtweezersinstleft_context.png,2,mod,inst,R,L,591,3243,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogtweezersmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogtweezersinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogtweezers_nopauses.mp3?raw=true,0.4732042
C,Training,101,Who did it?,crushed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.4732042
C,Training,113,Tom stung the frog with the pin,stung,frog,pin,frogtennisracket,Sentence,1,InstControl,5,tomfrogpin_nopauses.mp3,tomfrogpininstright_context.png,tomfrogpinmodleft_context.png,tomfrogpininstright_context.png,tomfrogpinmodleft_context.png,1,inst,mod,L,R,614,3050,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogpininstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogpinmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogpin_nopauses.mp3?raw=true,0.498535255
C,Training,113,Who did it?,stung,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.498535255
C,Training,142,Kate smashed the gorilla with the fencepost,smashed,gorilla,fencepost,gorillaoar,Sentence,1,InstControl,10,kategorillafencepost_nopauses.mp3,kategorillafencepostinstleft_context.png,kategorillafencepostmodright_context.png,kategorillafencepostmodright_context.png,kategorillafencepostinstleft_context.png,2,mod,inst,R,L,534,3622,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategorillafencepostmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategorillafencepostinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategorillafencepost_nopauses.mp3?raw=true,0.510399391
C,Training,142,Who did it?,smashed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.510399391
C,Training,72,Kate scratched the hawk with the chopsticks,scratched,hawk,chopsticks,hawkoar,Sentence,1,InstControl,12,katehawkchopsticks_nopauses.mp3,katehawkchopsticksinstleft_context.png,katehawkchopsticksmodright_context.png,katehawkchopsticksmodright_context.png,katehawkchopsticksinstleft_context.png,2,mod,inst,R,L,351,3096,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katehawkchopsticksmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katehawkchopsticksinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katehawkchopsticks_nopauses.mp3?raw=true,0.523200384
C,Training,72,Who did it?,scratched,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.523200384
C,Training,85,Tom rubbed the dolphin with the megaphone,rubbed,dolphin,megaphone,dolphintennisracket,Sentence,1,InstControl,1,tomdolphinmegaphone_nopauses.mp3,tomdolphinmegaphoneinstright_context.png,tomdolphinmegaphonemodleft_context.png,tomdolphinmegaphoneinstright_context.png,tomdolphinmegaphonemodleft_context.png,1,inst,mod,L,R,639,3262,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomdolphinmegaphoneinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomdolphinmegaphonemodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomdolphinmegaphone_nopauses.mp3?raw=true,0.52715814
C,Training,85,Who did it?,rubbed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.52715814
C,Training,50,Kate tapped the cow with the jewel,tapped,cow,jewel,cowmallet,Sentence,1,InstControl,2,katecowjewel_nopauses.mp3,katecowjewelinstright_context.png,katecowjewelmodleft_context.png,katecowjewelinstright_context.png,katecowjewelmodleft_context.png,1,inst,mod,L,R,366,2532,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katecowjewelinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katecowjewelmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katecowjewel_nopauses.mp3?raw=true,0.528462303
C,Training,50,Who did not do it?,tapped,NA,NA,NA,Question_Control,1,InstControl,,whodidnotdoit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidnotdoit.mp3?raw=true,0.528462303
C,Training,68,Kate scratched the girl with the chopsticks,scratched,girl,chopsticks,girloar,Sentence,1,InstControl,8,kategirlchopsticks_nopauses.mp3,kategirlchopsticksinstleft_context.png,kategirlchopsticksmodright_context.png,kategirlchopsticksmodright_context.png,kategirlchopsticksinstleft_context.png,2,mod,inst,R,L,378,3203,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategirlchopsticksmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategirlchopsticksinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategirlchopsticks_nopauses.mp3?raw=true,0.540867886
C,Training,68,Who did it?,scratched,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.540867886
C,Training,125,Tom slapped the frog with the spatula,slapped,frog,spatula,frogmallet,Sentence,1,InstControl,5,tomfrogspatula_nopauses.mp3,tomfrogspatulainstleft_context.png,tomfrogspatulamodright_context.png,tomfrogspatulamodright_context.png,tomfrogspatulainstleft_context.png,2,mod,inst,R,L,697,3488,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogspatulamodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogspatulainstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogspatula_nopauses.mp3?raw=true,0.548320563
C,Training,125,Who did it?,slapped,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.548320563
C,Training,118,Kate stung the gorilla with the colored pencil,stung,gorilla,colored pencil,gorillaoar,Sentence,1,InstControl,10,kategorillacoloredpencil_nopauses.mp3,kategorillacoloredpencilinstleft_context.png,kategorillacoloredpencilmodright_context.png,kategorillacoloredpencilmodright_context.png,kategorillacoloredpencilinstleft_context.png,2,mod,inst,R,L,373,3529,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategorillacoloredpencilmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategorillacoloredpencilinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategorillacoloredpencil_nopauses.mp3?raw=true,0.548903096
C,Training,118,Who did it?,stung,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.548903096
C,Training,90,Kate rubbed the turtle with the megaphone,rubbed,turtle,megaphone,turtletennisracket,Sentence,1,InstControl,6,kateturtlemegaphone_nopauses.mp3,kateturtlemegaphoneinstleft_context.png,kateturtlemegaphonemodright_context.png,kateturtlemegaphonemodright_context.png,kateturtlemegaphoneinstleft_context.png,2,mod,inst,R,L,428,3236,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kateturtlemegaphonemodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kateturtlemegaphoneinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kateturtlemegaphone_nopauses.mp3?raw=true,0.549203979
C,Training,90,Who did it?,rubbed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.549203979
C,Training,71,Tom scratched the buffalo with the chopsticks,scratched,buffalo,chopsticks,buffalooar,Sentence,1,InstControl,11,tombuffalochopsticks_nopauses.mp3,tombuffalochopsticksinstright_context.png,tombuffalochopsticksmodleft_context.png,tombuffalochopsticksinstright_context.png,tombuffalochopsticksmodleft_context.png,1,inst,mod,L,R,534,3276,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tombuffalochopsticksinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tombuffalochopsticksmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tombuffalochopsticks_nopauses.mp3?raw=true,0.550169558
C,Training,71,Who did it?,scratched,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.550169558
C,Training,104,Kate crushed the girl with the pliers,crushed,girl,pliers,girlladle,Sentence,1,InstControl,8,kategirlpliers_nopauses.mp3,kategirlpliersinstright_context.png,kategirlpliersmodleft_context.png,kategirlpliersinstright_context.png,kategirlpliersmodleft_context.png,1,inst,mod,L,R,464,3204,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategirlpliersinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategirlpliersmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategirlpliers_nopauses.mp3?raw=true,0.563307651
C,Training,104,Who did it?,crushed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.563307651
C,Training,4,Kate covered the lion with the grass,covered,lion,grass,lionmallet,Sentence,1,InstControl,4,kateliongrass_nopauses.mp3,kateliongrassinstright_context.png,kateliongrassmodleft_context.png,kateliongrassinstright_context.png,kateliongrassmodleft_context.png,1,inst,mod,L,R,329,2823,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kateliongrassinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kateliongrassmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kateliongrass_nopauses.mp3?raw=true,0.565244656
C,Training,4,Who did it?,covered,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.565244656
C,Training,77,Tom jabbed the frog with the sack,jabbed,frog,sack,frogmallet,Sentence,1,InstControl,5,tomfrogsack_nopauses.mp3,tomfrogsackinstleft_context.png,tomfrogsackmodright_context.png,tomfrogsackmodright_context.png,tomfrogsackinstleft_context.png,2,mod,inst,R,L,634,2953,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogsackmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogsackinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogsack_nopauses.mp3?raw=true,0.587735911
C,Training,77,Who did it?,jabbed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.587735911
C,Training,14,Kate hit the cow with the leaf,hit,cow,leaf,cowtennisracket,Sentence,1,InstControl,2,katecowleaf_nopauses.mp3,katecowleafinstleft_context.png,katecowleafmodright_context.png,katecowleafmodright_context.png,katecowleafinstleft_context.png,2,mod,inst,R,L,353,2105,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katecowleafmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katecowleafinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katecowleaf_nopauses.mp3?raw=true,0.591203226
C,Training,14,Who did not do it?,hit,NA,NA,NA,Question_Control,1,InstControl,,whodidnotdoit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidnotdoit.mp3?raw=true,0.591203226
C,Training,75,Tom jabbed the fox with the sack,jabbed,fox,sack,foxmallet,Sentence,1,InstControl,3,tomfoxsack_nopauses.mp3,tomfoxsackinstleft_context.png,tomfoxsackmodright_context.png,tomfoxsackmodright_context.png,tomfoxsackinstleft_context.png,2,mod,inst,R,L,615,3193,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfoxsackmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfoxsackinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfoxsack_nopauses.mp3?raw=true,0.592747103
C,Training,75,Who did it?,jabbed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.592747103
C,Training,132,Kate slapped the hawk with the spoon,slapped,hawk,spoon,hawkladle,Sentence,1,InstControl,12,katehawkspoon_nopauses.mp3,katehawkspooninstright_context.png,katehawkspoonmodleft_context.png,katehawkspooninstright_context.png,katehawkspoonmodleft_context.png,1,inst,mod,L,R,396,2959,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katehawkspooninstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katehawkspoonmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katehawkspoon_nopauses.mp3?raw=true,0.599668042
C,Training,132,Who did it?,slapped,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.599668042
C,Training,97,Tom crushed the dolphin with the tweezers,crushed,dolphin,tweezers,dolphinmallet,Sentence,1,InstControl,1,tomdolphintweezers_nopauses.mp3,tomdolphintweezersinstleft_context.png,tomdolphintweezersmodright_context.png,tomdolphintweezersmodright_context.png,tomdolphintweezersinstleft_context.png,2,mod,inst,R,L,627,3360,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomdolphintweezersmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomdolphintweezersinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomdolphintweezers_nopauses.mp3?raw=true,0.603526303
C,Training,97,Who did it?,crushed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.603526303
C,Training,139,Tom smashed the pig with the fencepost,smashed,pig,fencepost,pigoar,Sentence,1,InstControl,7,tompigfencepost_nopauses.mp3,tompigfencepostinstright_context.png,tompigfencepostmodleft_context.png,tompigfencepostinstright_context.png,tompigfencepostmodleft_context.png,1,inst,mod,L,R,577,3493,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tompigfencepostinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tompigfencepostmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tompigfencepost_nopauses.mp3?raw=true,0.604819313
C,Training,139,Who did not do it?,smashed,NA,NA,NA,Question_Control,1,InstControl,,whodidnotdoit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidnotdoit.mp3?raw=true,0.604819313
C,Training,39,Tom hammered the fox with the tape,hammered,fox,tape,foxtennisracket,Sentence,1,InstControl,3,tomfoxtape_nopauses.mp3,tomfoxtapeinstright_context.png,tomfoxtapemodleft_context.png,tomfoxtapeinstright_context.png,tomfoxtapemodleft_context.png,1,inst,mod,L,R,582,2606,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfoxtapeinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfoxtapemodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfoxtape_nopauses.mp3?raw=true,0.606025887
C,Training,39,Who did it?,hammered,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.606025887
C,Training,84,Kate jabbed the hawk with the tongs,jabbed,hawk,tongs,hawkladle,Sentence,1,InstControl,12,katehawktongs_nopauses.mp3,katehawktongsinstright_context.png,katehawktongsmodleft_context.png,katehawktongsinstright_context.png,katehawktongsmodleft_context.png,1,inst,mod,L,R,441,3158,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katehawktongsinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katehawktongsmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katehawktongs_nopauses.mp3?raw=true,0.622585147
C,Training,84,Who did it?,jabbed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.622585147
