Group,Block,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
D,Training,6,Who did not do it?,covered,NA,NA,NA,Question_Control,2,InstControl,,whodidnotdoit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidnotdoit.mp3?raw=true,0.231870622
D,Training,130,Tom slapped the gorilla with the spatula,slapped,gorilla,spatula,gorillamallet,Sentence,2,InstControl,10,tomgorillaspatula_nopauses.mp3,tomgorillaspatulainstleft2_context.png,tomgorillaspatulamodright2_context.png,tomgorillaspatulamodright2_context.png,tomgorillaspatulainstleft2_context.png,2,mod,inst,R,L,630,3410,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgorillaspatulamodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgorillaspatulainstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomgorillaspatula_nopauses.mp3?raw=true,0.240063554
D,Training,130,Who did it?,slapped,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.240063554
D,Training,59,Kate tapped the buffalo with the jewel,tapped,buffalo,jewel,buffalomallet,Sentence,2,InstControl,11,katebuffalojewel_nopauses.mp3,katebuffalojewelinstright2_context.png,katebuffalojewelmodleft2_context.png,katebuffalojewelinstright2_context.png,katebuffalojewelmodleft2_context.png,1,inst,mod,L,R,409,2957,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalojewelinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalojewelmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katebuffalojewel_nopauses.mp3?raw=true,0.249606272
D,Training,59,Who did it?,tapped,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.249606272
D,Training,33,Kate knocked on the whale with the watering can,knocked on,whale,watering can,whalemallet,Sentence,2,InstControl,9,katewhalewateringcan_nopauses.mp3,katewhalewateringcaninstright2_context.png,katewhalewateringcanmodleft2_context.png,katewhalewateringcaninstright2_context.png,katewhalewateringcanmodleft2_context.png,1,inst,mod,L,R,453,3808,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katewhalewateringcaninstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katewhalewateringcanmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katewhalewateringcan_nopauses.mp3?raw=true,0.252342762
D,Training,33,Who did it?,knocked on,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.252342762
D,Training,32,Tom knocked on the girl with the watering can,knocked on,girl,watering can,girlmallet,Sentence,2,InstControl,8,tomgirlwateringcan_nopauses.mp3,tomgirlwateringcaninstleft2_context.png,tomgirlwateringcanmodright2_context.png,tomgirlwateringcanmodright2_context.png,tomgirlwateringcaninstleft2_context.png,2,mod,inst,R,L,632,3853,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirlwateringcanmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirlwateringcaninstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomgirlwateringcan_nopauses.mp3?raw=true,0.253759983
D,Training,32,Who did not do it?,knocked on,NA,NA,NA,Question_Control,2,InstControl,,whodidnotdoit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidnotdoit.mp3?raw=true,0.253759983
D,Training,108,Tom crushed the hawk with the tweezers,crushed,hawk,tweezers,hawkmallet,Sentence,2,InstControl,12,tomhawktweezers_nopauses.mp3,tomhawktweezersinstleft2_context.png,tomhawktweezersmodright2_context.png,tomhawktweezersmodright2_context.png,tomhawktweezersinstleft2_context.png,2,mod,inst,R,L,646,3194,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomhawktweezersmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomhawktweezersinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomhawktweezers_nopauses.mp3?raw=true,0.258154122
D,Training,108,Who did it?,crushed,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.258154122
D,Training,69,Kate scratched the whale with the stick,scratched,whale,stick,whaletennisracket,Sentence,2,InstControl,9,katewhalestick_nopauses.mp3,katewhalestickinstleft2_context.png,katewhalestickmodright2_context.png,katewhalestickmodright2_context.png,katewhalestickinstleft2_context.png,2,mod,inst,R,L,379,2850,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katewhalestickmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katewhalestickinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katewhalestick_nopauses.mp3?raw=true,0.259862321
D,Training,69,Who did it?,scratched,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.259862321
D,Training,124,Tom slapped the lion with the spoon,slapped,lion,spoon,lionladle,Sentence,2,InstControl,4,tomlionspoon_nopauses.mp3,tomlionspooninstleft2_context.png,tomlionspoonmodright2_context.png,tomlionspoonmodright2_context.png,tomlionspooninstleft2_context.png,2,mod,inst,R,L,530,2960,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomlionspoonmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomlionspooninstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomlionspoon_nopauses.mp3?raw=true,0.260830525
D,Training,124,Who did not do it?,slapped,NA,NA,NA,Question_Control,2,InstControl,,whodidnotdoit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidnotdoit.mp3?raw=true,0.260830525
D,Training,88,Tom rubbed the lion with the walkie-talkie,rubbed,lion,walkie-talkie,lionoar,Sentence,2,InstControl,4,tomlionwalkietalkie_nopauses.mp3,tomlionwalkietalkieinstright2_context.png,tomlionwalkietalkiemodleft2_context.png,tomlionwalkietalkieinstright2_context.png,tomlionwalkietalkiemodleft2_context.png,1,inst,mod,L,R,575,3464,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomlionwalkietalkieinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomlionwalkietalkiemodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomlionwalkietalkie_nopauses.mp3?raw=true,0.269304312
D,Training,88,Who did not do it?,rubbed,NA,NA,NA,Question_Control,2,InstControl,,whodidnotdoit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidnotdoit.mp3?raw=true,0.269304312
D,Training,128,Tom slapped the girl with the spatula,slapped,girl,spatula,girlmallet,Sentence,2,InstControl,8,tomgirlspatula_nopauses.mp3,tomgirlspatulainstleft2_context.png,tomgirlspatulamodright2_context.png,tomgirlspatulamodright2_context.png,tomgirlspatulainstleft2_context.png,2,mod,inst,R,L,557,3193,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirlspatulamodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirlspatulainstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomgirlspatula_nopauses.mp3?raw=true,0.278551394
D,Training,128,Who did it?,slapped,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.278551394
D,Training,67,Kate scratched the pig with the stick,scratched,pig,stick,pigtennisracket,Sentence,2,InstControl,7,katepigstick_nopauses.mp3,katepigstickinstleft2_context.png,katepigstickmodright2_context.png,katepigstickmodright2_context.png,katepigstickinstleft2_context.png,2,mod,inst,R,L,377,2865,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigstickmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigstickinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katepigstick_nopauses.mp3?raw=true,0.294996236
D,Training,67,Who did it?,scratched,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.294996236
D,Training,107,Kate crushed the buffalo with the tweezers,crushed,buffalo,tweezers,buffalomallet,Sentence,2,InstControl,11,katebuffalotweezers_nopauses.mp3,katebuffalotweezersinstright2_context.png,katebuffalotweezersmodleft2_context.png,katebuffalotweezersinstright2_context.png,katebuffalotweezersmodleft2_context.png,1,inst,mod,L,R,414,3101,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalotweezersinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalotweezersmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katebuffalotweezers_nopauses.mp3?raw=true,0.30046943
D,Training,107,Who did it?,crushed,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.30046943
D,Training,118,Tom stung the gorilla with the pin,stung,gorilla,pin,gorillatennisracket,Sentence,2,InstControl,10,tomgorillapin_nopauses.mp3,tomgorillapininstright2_context.png,tomgorillapinmodleft2_context.png,tomgorillapininstright2_context.png,tomgorillapinmodleft2_context.png,1,inst,mod,L,R,592,3053,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgorillapininstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgorillapinmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomgorillapin_nopauses.mp3?raw=true,0.305709068
D,Training,118,Who did it?,stung,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.305709068
D,Training,45,Kate hammered the whale with the tape,hammered,whale,tape,whaletennisracket,Sentence,2,InstControl,9,katewhaletape_nopauses.mp3,katewhaletapeinstleft2_context.png,katewhaletapemodright2_context.png,katewhaletapemodright2_context.png,katewhaletapeinstleft2_context.png,2,mod,inst,R,L,457,2640,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katewhaletapemodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katewhaletapeinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katewhaletape_nopauses.mp3?raw=true,0.34584809
D,Training,45,Who did it?,hammered,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.34584809
D,Training,95,Kate rubbed the buffalo with the megaphone,rubbed,buffalo,megaphone,buffalotennisracket,Sentence,2,InstControl,11,katebuffalomegaphone_nopauses.mp3,katebuffalomegaphoneinstleft2_context.png,katebuffalomegaphonemodright2_context.png,katebuffalomegaphonemodright2_context.png,katebuffalomegaphoneinstleft2_context.png,2,mod,inst,R,L,479,3355,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalomegaphonemodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalomegaphoneinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katebuffalomegaphone_nopauses.mp3?raw=true,0.365193284
D,Training,95,Who did it?,rubbed,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.365193284
D,Training,7,Kate covered the pig with the grass,covered,pig,grass,pigmallet,Sentence,2,InstControl,7,katepiggrass_nopauses.mp3,katepiggrassinstright2_context.png,katepiggrassmodleft2_context.png,katepiggrassinstright2_context.png,katepiggrassmodleft2_context.png,1,inst,mod,L,R,461,2989,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepiggrassinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepiggrassmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katepiggrass_nopauses.mp3?raw=true,0.368732811
D,Training,7,Who did not do it?,covered,NA,NA,NA,Question_Control,2,InstControl,,whodidnotdoit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidnotdoit.mp3?raw=true,0.368732811
D,Training,96,Tom rubbed the hawk with the megaphone,rubbed,hawk,megaphone,hawktennisracket,Sentence,2,InstControl,12,tomhawkmegaphone_nopauses.mp3,tomhawkmegaphoneinstright2_context.png,tomhawkmegaphonemodleft2_context.png,tomhawkmegaphoneinstright2_context.png,tomhawkmegaphonemodleft2_context.png,1,inst,mod,L,R,619,3285,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomhawkmegaphoneinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomhawkmegaphonemodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomhawkmegaphone_nopauses.mp3?raw=true,0.385521539
D,Training,96,Who did not do it?,rubbed,NA,NA,NA,Question_Control,2,InstControl,,whodidnotdoit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidnotdoit.mp3?raw=true,0.385521539
D,Training,23,Kate hit the buffalo with the leaf,hit,buffalo,leaf,buffalotennisracket,Sentence,2,InstControl,11,katebuffaloleaf_nopauses.mp3,katebuffaloleafinstleft2_context.png,katebuffaloleafmodright2_context.png,katebuffaloleafmodright2_context.png,katebuffaloleafinstleft2_context.png,2,mod,inst,R,L,435,2728,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffaloleafmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffaloleafinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katebuffaloleaf_nopauses.mp3?raw=true,0.386558929
D,Training,23,Who did not do it?,hit,NA,NA,NA,Question_Control,2,InstControl,,whodidnotdoit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidnotdoit.mp3?raw=true,0.386558929
D,Training,39,Kate hammered the fox with the sticky note,hammered,fox,sticky note,foxoar,Sentence,2,InstControl,3,katefoxstickynote_nopauses.mp3,katefoxstickynoteinstleft2_context.png,katefoxstickynotemodright2_context.png,katefoxstickynotemodright2_context.png,katefoxstickynoteinstleft2_context.png,2,mod,inst,R,L,464,3077,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefoxstickynotemodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefoxstickynoteinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefoxstickynote_nopauses.mp3?raw=true,0.387550235
D,Training,39,Who did it?,hammered,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.387550235
D,Training,98,Tom crushed the cow with the pliers,crushed,cow,pliers,cowladle,Sentence,2,InstControl,2,tomcowpliers_nopauses.mp3,tomcowpliersinstleft2_context.png,tomcowpliersmodright2_context.png,tomcowpliersmodright2_context.png,tomcowpliersinstleft2_context.png,2,mod,inst,R,L,682,3348,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomcowpliersmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomcowpliersinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomcowpliers_nopauses.mp3?raw=true,0.407708866
D,Training,98,Who did it?,crushed,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.407708866
D,Training,101,Kate crushed the frog with the pliers,crushed,frog,pliers,frogladle,Sentence,2,InstControl,5,katefrogpliers_nopauses.mp3,katefrogpliersinstright2_context.png,katefrogpliersmodleft2_context.png,katefrogpliersinstright2_context.png,katefrogpliersmodleft2_context.png,1,inst,mod,L,R,395,3109,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogpliersinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogpliersmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefrogpliers_nopauses.mp3?raw=true,0.420922524
D,Training,101,Who did it?,crushed,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.420922524
D,Training,19,Kate hit the pig with the leaf,hit,pig,leaf,pigtennisracket,Sentence,2,InstControl,7,katepigleaf_nopauses.mp3,katepigleafinstleft2_context.png,katepigleafmodright2_context.png,katepigleafmodright2_context.png,katepigleafinstleft2_context.png,2,mod,inst,R,L,436,2852,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigleafmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigleafinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katepigleaf_nopauses.mp3?raw=true,0.424681538
