TrialOrder,Block,Trial,Sentence,Verb,Noun1,Noun2,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,Rand,GitLink_image1,GitLink_image2,GitLink_AudioFile
1,Training,63,Tom inspected the fox with the stick,inspected,fox,stick,Sentence,1,ModControl,3,tomfoxstick_nopauses.mp3,tomfoxstickmodleft.png,tomfoxstickinstright.png,tomfoxstickinstright.png,tomfoxstickmodleft.png,2,inst,mod,L,R,504,2674,0.038950512,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxstickinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxstickmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxstick_nopauses.mp3?raw=true
2,Training,63,Who did it?,inspected,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.038950512,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
3,Training,1,Tom located the dolphin with the grass,located,dolphin,grass,Sentence,1,ModControl,1,tomdolphingrass_nopauses.mp3,tomdolphingrassmodright.png,tomdolphingrassinstleft.png,tomdolphingrassmodright.png,tomdolphingrassinstleft.png,1,mod,inst,R,L,588,3180,0.050196044,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphingrassmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphingrassinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphingrass_nopauses.mp3?raw=true
4,Training,1,Who did it?,located,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.050196044,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
5,Training,70,Kate inspected the gorilla with the chopsticks,inspected,gorilla,chopsticks,Sentence,1,ModControl,10,kategorillachopsticks_nopauses.mp3,kategorillachopsticksmodright.png,kategorillachopsticksinstleft.png,kategorillachopsticksmodright.png,kategorillachopsticksinstleft.png,1,mod,inst,R,L,449,3411,0.064202285,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillachopsticksmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillachopsticksinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategorillachopsticks_nopauses.mp3?raw=true
6,Training,70,Who did it?,inspected,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.064202285,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
7,Training,8,Kate located the girl with the feather,located,girl,feather,Sentence,1,ModControl,8,kategirlfeather_nopauses.mp3,kategirlfeathermodleft.png,kategirlfeatherinstright.png,kategirlfeatherinstright.png,kategirlfeathermodleft.png,2,inst,mod,L,R,344,2500,0.080532374,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlfeatherinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlfeathermodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlfeather_nopauses.mp3?raw=true
8,Training,8,Who did not do it?,located,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,1498,0.080532374,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
9,Training,23,Tom felt the buffalo with the pillow,felt,buffalo,pillow,Sentence,1,ModControl,11,tombuffalopillow_nopauses.mp3,tombuffalopillowmodleft.png,tombuffalopillowinstright.png,tombuffalopillowinstright.png,tombuffalopillowmodleft.png,2,inst,mod,L,R,541,2299,0.091039999,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalopillowinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalopillowmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tombuffalopillow_nopauses.mp3?raw=true
10,Training,23,Who did it?,felt,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.091039999,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
11,Training,13,Tom felt the dolphin with the leaf,felt,dolphin,leaf,Sentence,1,ModControl,1,tomdolphinleaf_nopauses.mp3,tomdolphinleafmodleft.png,tomdolphinleafinstright.png,tomdolphinleafinstright.png,tomdolphinleafmodleft.png,2,inst,mod,L,R,513,2187,0.091745293,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinleafinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinleafmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphinleaf_nopauses.mp3?raw=true
12,Training,13,Who did it?,felt,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.091745293,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
13,Training,61,Tom inspected the dolphin with the stick,inspected,dolphin,stick,Sentence,1,ModControl,1,tomdolphinstick_nopauses.mp3,tomdolphinstickmodleft.png,tomdolphinstickinstright.png,tomdolphinstickinstright.png,tomdolphinstickmodleft.png,2,inst,mod,L,R,556,2981,0.095465466,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinstickinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinstickmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphinstick_nopauses.mp3?raw=true
14,Training,61,Who did it?,inspected,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.095465466,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
15,Training,35,Tom moved the buffalo with the pan,moved,buffalo,pan,Sentence,1,ModControl,11,tombuffalopan_nopauses.mp3,tombuffalopanmodright.png,tombuffalopaninstleft.png,tombuffalopanmodright.png,tombuffalopaninstleft.png,1,mod,inst,R,L,521,2486,0.111828021,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalopanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalopaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tombuffalopan_nopauses.mp3?raw=true
16,Training,35,Who did not do it?,moved,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,1498,0.111828021,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
17,Training,54,Kate glanced at the turtle with the jewel,glanced at,turtle,jewel,Sentence,1,ModControl,6,kateturtlejewel_nopauses.mp3,kateturtlejewelmodleft.png,kateturtlejewelinstright.png,kateturtlejewelinstright.png,kateturtlejewelmodleft.png,2,inst,mod,L,R,355,2674,0.140213846,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlejewelinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlejewelmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateturtlejewel_nopauses.mp3?raw=true
18,Training,54,Who did it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.140213846,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
19,Training,57,Tom glanced at the whale with the crystal,glanced at,whale,crystal,Sentence,1,ModControl,9,tomwhalecrystal_nopauses.mp3,tomwhalecrystalmodright.png,tomwhalecrystalinstleft.png,tomwhalecrystalmodright.png,tomwhalecrystalinstleft.png,1,mod,inst,R,L,557,2915,0.145499734,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalecrystalmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalecrystalinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomwhalecrystal_nopauses.mp3?raw=true
20,Training,57,Who did it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.145499734,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
21,Training,72,Kate inspected the hawk with the chopsticks,inspected,hawk,chopsticks,Sentence,1,ModControl,12,katehawkchopsticks_nopauses.mp3,katehawkchopsticksmodright.png,katehawkchopsticksinstleft.png,katehawkchopsticksmodright.png,katehawkchopsticksinstleft.png,1,mod,inst,R,L,412,3037,0.17607535,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkchopsticksmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkchopsticksinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katehawkchopsticks_nopauses.mp3?raw=true
22,Training,72,Who did it?,inspected,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.17607535,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
23,Training,21,Tom felt the whale with the pillow,felt,whale,pillow,Sentence,1,ModControl,9,tomwhalepillow_nopauses.mp3,tomwhalepillowmodleft.png,tomwhalepillowinstright.png,tomwhalepillowinstright.png,tomwhalepillowmodleft.png,2,inst,mod,L,R,514,2198,0.178933704,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalepillowinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalepillowmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomwhalepillow_nopauses.mp3?raw=true
24,Training,21,Who did it?,felt,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.178933704,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
25,Training,22,Kate felt the gorilla with the pillow,felt,gorilla,pillow,Sentence,1,ModControl,10,kategorillapillow_nopauses.mp3,kategorillapillowmodright.png,kategorillapillowinstleft.png,kategorillapillowmodright.png,kategorillapillowinstleft.png,1,mod,inst,R,L,370,2205,0.186575938,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillapillowmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillapillowinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategorillapillow_nopauses.mp3?raw=true
26,Training,22,Who did not do it?,felt,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,1498,0.186575938,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
27,Training,36,Kate moved the hawk with the pan,moved,hawk,pan,Sentence,1,ModControl,12,katehawkpan_nopauses.mp3,katehawkpanmodleft.png,katehawkpaninstright.png,katehawkpaninstright.png,katehawkpanmodleft.png,2,inst,mod,L,R,369,2241,0.200821977,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkpaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkpanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katehawkpan_nopauses.mp3?raw=true
28,Training,36,Who did not do it?,moved,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,1498,0.200821977,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
29,Training,12,Kate located the hawk with the feather,located,hawk,feather,Sentence,1,ModControl,12,katehawkfeather_nopauses.mp3,katehawkfeathermodleft.png,katehawkfeatherinstright.png,katehawkfeatherinstright.png,katehawkfeathermodleft.png,2,inst,mod,L,R,381,2483,0.207332539,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkfeatherinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkfeathermodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katehawkfeather_nopauses.mp3?raw=true
30,Training,12,"Who did it?	",located,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.207332539,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
31,Training,44,Kate chose the girl with the sticky note,chose,girl,sticky note,Sentence,1,ModControl,8,kategirlstickynote_nopauses.mp3,kategirlstickynotemodright.png,kategirlstickynoteinstleft.png,kategirlstickynotemodright.png,kategirlstickynoteinstleft.png,1,mod,inst,R,L,377,2475,0.209909172,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlstickynotemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlstickynoteinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlstickynote_nopauses.mp3?raw=true
