TrialOrder,Block,Trial,Sentence,Verb,Noun1,Noun2,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,Rand,GitLink_image1,GitLink_image2,GitLink_AudioFile
87,Training,14,Kate felt the cow with the leaf,felt,cow,leaf,Sentence,1,Mod,2,katecowleaf_nopauses.mp3,katecowleafmodright.png,katecowleafinstleft.png,katecowleafmodright.png,katecowleafinstleft.png,1,mod,inst,R,L,353,1969,0.544942309,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowleafmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowleafinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowleaf_nopauses.mp3?raw=true
88,Training,14,What did Kate use?,felt,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,leaf.png,pillow.png,leaf.png,pillow.png,1,congruent,incongruent,NA,NA,1,1405,0.544942309,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/leaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
89,Training,10,Kate located the gorilla with the feather,located,gorilla,feather,Sentence,1,Mod,10,kategorillafeather_nopauses.mp3,kategorillafeathermodleft.png,kategorillafeatherinstright.png,kategorillafeatherinstright.png,kategorillafeathermodleft.png,2,inst,mod,L,R,343,2784,0.549483411,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillafeatherinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillafeathermodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategorillafeather_nopauses.mp3?raw=true
90,Training,10,What did Kate use?,located,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,feather.png,grass.png,feather.png,grass.png,1,congruent,incongruent,NA,NA,1,1405,0.549483411,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
91,Training,26,Kate moved the cow with the watering can,moved,cow,watering can,Sentence,1,Mod,2,katecowwateringcan_nopauses.mp3,katecowwateringcanmodleft.png,katecowwateringcaninstright.png,katecowwateringcaninstright.png,katecowwateringcanmodleft.png,2,inst,mod,L,R,357,2807,0.553045086,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowwateringcaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowwateringcanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowwateringcan_nopauses.mp3?raw=true
92,Training,26,What did Kate use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,wateringcan.png,pan.png,wateringcan.png,pan.png,1,congruent,incongruent,NA,NA,1,1405,0.553045086,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
93,Training,49,Tom glanced at the dolphin with the jewel,glanced at,dolphin,jewel,Sentence,1,Mod,1,tomdolphinjewel_nopauses.mp3,tomdolphinjewelmodright.png,tomdolphinjewelinstleft.png,tomdolphinjewelmodright.png,tomdolphinjewelinstleft.png,1,mod,inst,R,L,567,2878,0.584820109,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphinjewel_nopauses.mp3?raw=true
94,Training,49,What did Tom use?,glanced at,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,jewel.png,crystal.png,jewel.png,crystal.png,1,congruent,incongruent,NA,NA,1,1544,0.584820109,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
95,Training,27,Tom moved the fox with the watering can,moved,fox,watering can,Sentence,1,Mod,3,tomfoxwateringcan_nopauses.mp3,tomfoxwateringcanmodright.png,tomfoxwateringcaninstleft.png,tomfoxwateringcanmodright.png,tomfoxwateringcaninstleft.png,1,mod,inst,R,L,475,2924,0.6080866,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxwateringcanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxwateringcaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxwateringcan_nopauses.mp3?raw=true
96,Training,27,What did Tom use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,wateringcan.png,pan.png,pan.png,wateringcan.png,2,incongruent,congruent,NA,NA,1,1544,0.6080866,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
97,Training,11,Tom located the buffalo with the feather,located,buffalo,feather,Sentence,1,Mod,11,tombuffalofeather_nopauses.mp3,tombuffalofeathermodright.png,tombuffalofeatherinstleft.png,tombuffalofeathermodright.png,tombuffalofeatherinstleft.png,1,mod,inst,R,L,541,2887,0.617305162,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalofeathermodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalofeatherinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tombuffalofeather_nopauses.mp3?raw=true
98,Training,11,What did Tom use?,located,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,feather.png,grass.png,grass.png,feather.png,2,incongruent,congruent,NA,NA,1,1544,0.617305162,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
99,Training,40,Kate chose the lion with the tape,chose,lion,tape,Sentence,1,Mod,4,kateliontape_nopauses.mp3,kateliontapemodright.png,kateliontapeinstleft.png,kateliontapemodright.png,kateliontapeinstleft.png,1,mod,inst,R,L,341,2044,0.622685965,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateliontapemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateliontapeinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateliontape_nopauses.mp3?raw=true
